location_x,location_y,remaining_min,power_of_shot,game_season,lat/lng,home/away,remaining_sec,shot_id_number,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,type_of_shot,type_of_combined_shot
98,46,9,2,2003-04,"42.982923, -71.446094",MANU vs. HOU,31,27328,30,1,Right Side(R),Mid Range,8-16 ft.,shot - 52,
-6,118,4,2,2003-04,"42.982923, -71.446094",MANU vs. HOU,33,27329,31,0,Center(C),Goal Line,8-16 ft.,,shot - 3
82,156,4,2,2003-04,"42.982923, -71.446094",MANU vs. HOU,5,27330,37,,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
-49,58,11,,2003-04,"42.982923, -71.446094",MANU vs. HOU,41,27331,27,1,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
-158,53,11,3,2003-04,"42.982923, -71.446094",MANU vs. HOU,6,27332,36,0,Left Side(L),,16-24 ft.,,shot - 3
125,68,10,3,2003-04,"42.982923, -71.446094",MANU vs. HOU,15,27333,34,,Right Side(R),Mid Range,8-16 ft.,,shot - 3
223,17,8,3,2003-04,"42.982923, -71.446094",MANU vs. HOU,26,27334,42,0,Right Side(R),Right Corner,24+ ft.,,shot - 3
-232,0,,3,2003-04,"42.982923, -71.446094",MANU vs. HOU,55,27335,43,,Left Side(L),Left Corner,24+ ft.,shot - 36,
0,0,7,3,2003-04,"42.982923, -71.446094",MANU vs. HOU,39,27336,20,,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-48,46,7,3,2003-04,"42.982923, -71.446094",MANU vs. HOU,7,27337,26,1,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
-107,105,2,3,,"42.982923, -71.446094",MANU vs. HOU,35,27338,34,0,Left Side(L),Mid Range,8-16 ft.,,shot - 3
-187,36,1,3,2003-04,"42.982923, -71.446094",MANU vs. HOU,32,27339,39,,Left Side(L),Mid Range,16-24 ft.,,shot - 3
194,141,0,3,2003-04,"42.982923, -71.446094",MANU vs. HOU,15,27340,43,1,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
0,,,4,2003-04,"42.982923, -71.446094",MANU vs. HOU,0,27341,20,,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-222,120,7,,2003-04,"42.982923, -71.446094",MANU vs. HOU,30,,45,,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 42,
44,255,2,4,2003-04,"42.982923, -71.446094",MANU vs. HOU,20,27343,,1,Center(C),Penalty Spot,24+ ft.,shot - 46,
-61,36,11,1,,"29.740325, -95.365762",MANU @ HOU,41,27344,27,0,Center(C),,Less Than 8 ft.,,shot - 3
-87,91,3,1,2003-04,"29.740325, -95.365762",MANU @ HOU,41,27345,32,,,Mid Range,8-16 ft.,,shot - 3
-100,71,3,1,2003-04,"29.740325, -95.365762",MANU @ HOU,5,,32,0,Left Side(L),Mid Range,8-16 ft.,,shot - 3
141,100,2,1,2003-04,"29.740325, -95.365762",MANU @ HOU,8,27347,,,Right Side(R),Mid Range,16-24 ft.,,shot - 3
0,0,6,2,2003-04,"29.740325, -95.365762",MANU @ HOU,56,27348,20,1,Center(C),,Less Than 8 ft.,shot - 56,
-115,28,6,2,2003-04,"29.740325, -95.365762",MANU @ HOU,,27349,31,0,Left Side(L),Mid Range,8-16 ft.,shot - 15,
-107,86,3,2,2003-04,"29.740325, -95.365762",MANU @ HOU,44,27350,33,1,Left Side(L),Mid Range,8-16 ft.,shot - 14,
0,0,3,2,2003-04,,MANU @ HOU,2,27351,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,0,3,2,2003-04,"29.740325, -95.365762",MANU @ HOU,1,27352,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 49,
80,123,0,2,2003-04,"29.740325, -95.365762",MANU @ HOU,56,27353,34,0,Right Side(R),Goal Line,8-16 ft.,shot - 38,
-48,151,10,3,2003-04,"29.740325, -95.365762",MANU @ HOU,48,27354,35,,Center(C),Mid Range,8-16 ft.,,shot - 3
105,135,5,3,2003-04,"29.740325, -95.365762",MANU @ HOU,49,27355,37,1,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
164,187,3,3,2003-04,"29.740325, -95.365762",MANU @ HOU,12,27356,44,0,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
-133,220,0,3,2003-04,"29.740325, -95.365762",MANU @ HOU,35,27357,45,0,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
-56,174,6,4,2003-04,"29.740325, -95.365762",MANU @ HOU,50,27358,38,0,Center(C),Mid Range,16-24 ft.,shot - 15,
,77,5,4,2003-04,"29.740325, -95.365762",MANU @ HOU,48,27359,40,0,Right Side(R),Mid Range,16-24 ft.,shot - 22,
-84,45,2,4,2003-04,"29.740325, -95.365762",MANU @ HOU,10,27360,29,1,Left Side(L),Mid Range,8-16 ft.,shot - 52,
-174,201,0,4,2003-04,"29.740325, -95.365762",MANU @ HOU,,27361,46,,,Penalty Spot,24+ ft.,shot - 6,
92,25,0,4,,"29.740325, -95.365762",MANU @ HOU,34,27362,29,0,Right Side(R),,8-16 ft.,,shot - 3
0,0,0,4,2003-04,"29.740325, -95.365762",MANU @ HOU,20,27363,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
57,26,9,1,2003-04,"29.740325, -95.365762",MANU @ HOU,56,27364,26,1,Center(C),Goal Line,Less Than 8 ft.,shot - 52,
10,104,7,1,2003-04,"29.740325, -95.365762",MANU @ HOU,27,27365,30,0,Center(C),Goal Line,8-16 ft.,shot - 44,
140,5,3,1,2003-04,"29.740325, -95.365762",MANU @ HOU,42,27366,,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
0,0,3,1,2003-04,"29.740325, -95.365762",MANU @ HOU,38,27367,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,0,10,2,,"29.740325, -95.365762",MANU @ HOU,,27368,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
-31,173,8,2,2003-04,"29.740325, -95.365762",MANU @ HOU,35,27369,37,0,Center(C),Mid Range,16-24 ft.,,shot - 3
207,150,11,3,,"29.740325, -95.365762",MANU @ HOU,22,27370,45,0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 56,
0,0,11,3,2003-04,"29.740325, -95.365762",MANU @ HOU,3,27371,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 46,
,63,3,3,2003-04,"29.740325, -95.365762",MANU @ HOU,41,27372,30,0,Right Side(R),Goal Line,8-16 ft.,shot - 15,
-90,25,0,3,2003-04,"29.740325, -95.365762",MANU @ HOU,26,27373,29,0,Left Side(L),Mid Range,8-16 ft.,shot - 44,
0,,11,4,2003-04,"29.740325, -95.365762",MANU @ HOU,4,27374,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
,0,7,4,2003-04,"29.740325, -95.365762",MANU @ HOU,7,27375,20,,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-107,123,6,4,2003-04,"29.740325, -95.365762",MANU @ HOU,20,27376,36,0,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
123,112,5,4,,"29.740325, -95.365762",MANU @ HOU,32,27377,36,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
11,261,0,4,2003-04,,MANU @ HOU,50,27378,46,0,Center(C),Penalty Spot,24+ ft.,,shot - 3
0,0,0,4,2003-04,,MANU @ HOU,28,27379,20,0,,Goal Area,Less Than 8 ft.,shot - 4,
112,191,0,,2003-04,"29.740325, -95.365762",MANU @ HOU,0,27380,42,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
0,,4,5,2003-04,"29.740325, -95.365762",MANU @ HOU,41,27381,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
0,0,2,5,,"29.740325, -95.365762",MANU @ HOU,1,27382,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
69,40,1,5,2003-04,"29.740325, -95.365762",MANU @ HOU,12,27383,27,1,Center(C),Goal Line,Less Than 8 ft.,shot - 44,
0,0,0,5,2003-04,"29.740325, -95.365762",MANU @ HOU,40,27384,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
125,224,11,1,2003-04,"42.982923, -71.446094",MANU vs. HOU,37,27385,45,0,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
0,0,8,1,2003-04,"42.982923, -71.446094",MANU vs. HOU,21,27386,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
0,0,4,1,2003-04,"42.982923, -71.446094",MANU vs. HOU,41,27387,20,,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
29,33,4,1,2003-04,"42.982923, -71.446094",MANU vs. HOU,16,27388,24,1,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
154,45,3,1,2003-04,"42.982923, -71.446094",MANU vs. HOU,40,27389,36,1,Right Side(R),Mid Range,16-24 ft.,shot - 38,
0,0,0,1,2003-04,"42.982923, -71.446094",MANU vs. HOU,54,27390,20,,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
,0,11,2,2003-04,"42.982923, -71.446094",MANU vs. HOU,27,27391,20,1,,Goal Area,Less Than 8 ft.,shot - 39,
0,0,9,2,2003-04,"42.982923, -71.446094",MANU vs. HOU,43,27392,20,,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
-74,112,7,2,2003-04,"42.982923, -71.446094",MANU vs. HOU,40,27393,33,1,Left Side(L),Goal Line,8-16 ft.,,shot - 3
52,13,6,2,2003-04,,MANU vs. HOU,24,27394,25,0,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
0,0,6,2,2003-04,"42.982923, -71.446094",MANU vs. HOU,22,27395,20,0,Center(C),,Less Than 8 ft.,shot - 39,
0,0,4,2,,"42.982923, -71.446094",MANU vs. HOU,53,27396,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
0,0,4,2,2003-04,"42.982923, -71.446094",MANU vs. HOU,18,27397,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
,0,6,3,2003-04,"42.982923, -71.446094",MANU vs. HOU,32,27398,20,1,,Goal Area,Less Than 8 ft.,shot - 4,
-56,64,5,3,,"42.982923, -71.446094",MANU vs. HOU,16,27399,28,,Left Side(L),Goal Line,8-16 ft.,,shot - 3
-3,48,1,,2003-04,"42.982923, -71.446094",MANU vs. HOU,48,27400,24,1,Center(C),Goal Line,Less Than 8 ft.,shot - 38,
-225,122,1,3,2003-04,"42.982923, -71.446094",MANU vs. HOU,9,27401,45,1,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 33,
,-13,10,4,2003-04,"42.982923, -71.446094",,23,27402,28,0,Left Side(L),Mid Range,8-16 ft.,,shot - 3
-126,115,7,4,2003-04,"42.982923, -71.446094",MANU vs. HOU,49,27403,37,,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
225,105,7,4,2003-04,"42.982923, -71.446094",MANU vs. HOU,13,27404,44,0,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
107,220,,4,2003-04,"42.982923, -71.446094",MANU vs. HOU,38,27405,44,0,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
-6,-1,11,1,2003-04,"29.444994, -98.524120",MANU @ SAS,15,27406,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
156,-8,10,1,2003-04,"29.444994, -98.524120",MANU @ SAS,30,27407,35,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
-28,5,9,1,2003-04,"29.444994, -98.524120",MANU @ SAS,,27408,22,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
195,163,4,1,2003-04,"29.444994, -98.524120",MANU @ SAS,,27409,45,0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 16,
,17,9,2,2003-04,"29.444994, -98.524120",MANU @ SAS,38,27410,21,,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,7,9,2,2003-04,"29.444994, -98.524120",MANU @ SAS,36,27411,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
123,48,9,2,2003-04,"29.444994, -98.524120",MANU @ SAS,14,27412,33,,Right Side(R),Mid Range,8-16 ft.,shot - 38,
-163,183,3,2,2003-04,,MANU @ SAS,14,27413,44,,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
90,163,1,2,2003-04,"29.444994, -98.524120",MANU @ SAS,59,27414,38,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
,18,11,3,2003-04,"29.444994, -98.524120",,36,27415,22,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-21,240,10,3,2003-04,"29.444994, -98.524120",MANU @ SAS,0,27416,44,1,Center(C),Penalty Spot,24+ ft.,,shot - 3
-43,51,9,3,2003-04,,MANU @ SAS,17,27417,26,0,Center(C),Goal Line,Less Than 8 ft.,shot - 18,
-141,3,7,3,,"29.444994, -98.524120",MANU @ SAS,52,,34,0,Left Side(L),Mid Range,8-16 ft.,,shot - 3
41,102,7,3,,"29.444994, -98.524120",MANU @ SAS,2,27419,30,0,Center(C),Goal Line,8-16 ft.,,shot - 3
18,7,6,3,,"29.444994, -98.524120",MANU @ SAS,43,27420,21,1,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
-67,141,5,,2003-04,"29.444994, -98.524120",MANU @ SAS,26,27421,35,1,Center(C),Mid Range,8-16 ft.,shot - 38,
56,130,3,3,2003-04,"29.444994, -98.524120",MANU @ SAS,52,,,0,Center(C),Goal Line,8-16 ft.,shot - 38,
59,86,2,3,2003-04,"29.444994, -98.524120",MANU @ SAS,44,27423,30,,Right Side(R),Goal Line,8-16 ft.,shot - 13,
52,237,1,3,2003-04,"29.444994, -98.524120",MANU @ SAS,40,27424,44,0,Center(C),Penalty Spot,24+ ft.,shot - 4,
,174,0,3,,"29.444994, -98.524120",MANU @ SAS,40,27425,37,0,Center(C),Mid Range,16-24 ft.,,shot - 3
-140,46,11,4,2003-04,"29.444994, -98.524120",MANU @ SAS,39,27426,34,1,Left Side(L),Mid Range,8-16 ft.,shot - 23,
34,12,11,,,"29.444994, -98.524120",MANU @ SAS,0,27427,23,,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
64,41,9,4,2003-04,"29.444994, -98.524120",MANU @ SAS,40,27428,27,0,Center(C),Goal Line,Less Than 8 ft.,shot - 9,
13,74,7,4,,"29.444994, -98.524120",MANU @ SAS,,27429,27,,Center(C),Goal Line,Less Than 8 ft.,shot - 16,
51,261,4,4,2003-04,"29.444994, -98.524120",MANU @ SAS,15,27430,46,0,,Penalty Spot,24+ ft.,shot - 4,
-215,140,1,4,2003-04,"29.444994, -98.524120",MANU @ SAS,45,27431,45,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 34,
29,10,9,1,2003-04,"29.444994, -98.524120",MANU @ SAS,54,27432,23,,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
1,33,9,1,2003-04,"29.444994, -98.524120",MANU @ SAS,51,27433,23,1,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
6,,7,1,,,MANU @ SAS,3,27434,21,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
10,7,3,1,,"29.444994, -98.524120",MANU @ SAS,53,27435,21,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-179,86,8,2,2003-04,"29.444994, -98.524120",MANU @ SAS,19,27436,39,,Left Side(L),Mid Range,16-24 ft.,shot - 39,
38,31,11,3,2003-04,"29.444994, -98.524120",MANU @ SAS,46,27437,,,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
138,15,10,3,2003-04,"29.444994, -98.524120",MANU @ SAS,1,27438,33,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
18,17,7,3,,"29.444994, -98.524120",MANU @ SAS,41,27439,22,0,Center(C),Goal Area,,shot - 46,
,36,6,3,2003-04,"29.444994, -98.524120",MANU @ SAS,32,27440,,1,,Goal Line,Less Than 8 ft.,shot - 4,
54,23,5,3,2003-04,"29.444994, -98.524120",MANU @ SAS,50,27441,25,,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
-113,99,4,3,2003-04,"29.444994, -98.524120",MANU @ SAS,40,27442,35,0,Left Side(L),Mid Range,8-16 ft.,shot - 15,
-148,217,0,3,2003-04,"29.444994, -98.524120",MANU @ SAS,2,27443,46,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 29,
43,43,10,4,2003-04,"29.444994, -98.524120",MANU @ SAS,32,27444,26,,Center(C),Goal Line,Less Than 8 ft.,,shot - 4
-166,-13,6,4,2003-04,"29.444994, -98.524120",MANU @ SAS,16,,36,,Left Side(L),Mid Range,16-24 ft.,shot - 56,
-148,48,5,4,2003-04,"29.444994, -98.524120",MANU @ SAS,34,27446,35,1,Left Side(L),Mid Range,8-16 ft.,,shot - 3
200,-8,4,4,,"29.444994, -98.524120",MANU @ SAS,57,27447,40,0,Right Side(R),Mid Range,,shot - 38,
26,15,1,4,,"29.444994, -98.524120",MANU @ SAS,44,27448,23,,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
-122,137,11,1,2003-04,"42.982923, -71.446094",MANU vs. SAS,43,27449,38,0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 38,
128,225,8,,2003-04,"42.982923, -71.446094",MANU vs. SAS,7,27450,45,1,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
77,242,4,1,,"42.982923, -71.446094",MANU vs. SAS,29,27451,45,1,Center(C),Penalty Spot,24+ ft.,shot - 17,
,237,0,1,2003-04,"42.982923, -71.446094",MANU vs. SAS,42,27452,45,1,Right Side Center(RC),,24+ ft.,,shot - 3
-110,91,10,,2003-04,"42.982923, -71.446094",MANU vs. SAS,27,27453,34,1,Left Side(L),Mid Range,8-16 ft.,,shot - 3
-146,133,4,2,2003-04,"42.982923, -71.446094",MANU vs. SAS,58,27454,39,,Left Side Center(LC),Mid Range,16-24 ft.,shot - 3,
232,-9,4,2,,"42.982923, -71.446094",MANU vs. SAS,17,27455,43,,Right Side(R),Right Corner,24+ ft.,,shot - 3
189,22,3,2,,"42.982923, -71.446094",MANU vs. SAS,38,27456,39,1,Right Side(R),Mid Range,16-24 ft.,,shot - 3
-131,215,0,2,2003-04,,MANU vs. SAS,0,27457,45,0,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
67,160,,3,2003-04,"42.982923, -71.446094",MANU vs. SAS,47,27458,37,1,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
126,26,4,3,2003-04,"42.982923, -71.446094",MANU vs. SAS,15,27459,32,,Right Side(R),Mid Range,8-16 ft.,,shot - 3
217,,4,3,2003-04,"42.982923, -71.446094",MANU vs. SAS,6,27460,45,1,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 4,
230,-13,6,4,2003-04,"42.982923, -71.446094",MANU vs. SAS,37,27461,43,0,Right Side(R),Right Corner,24+ ft.,,shot - 3
176,163,9,1,2003-04,"42.982923, -71.446094",,47,27462,43,1,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 15,
169,-16,8,1,2003-04,"42.982923, -71.446094",MANU vs. SAS,5,27463,,0,Right Side(R),Mid Range,16-24 ft.,shot - 51,
0,0,5,1,2003-04,"42.982923, -71.446094",,49,27464,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
-228,-9,2,1,2003-04,"42.982923, -71.446094",MANU vs. SAS,24,27465,42,,Left Side(L),Left Corner,24+ ft.,,shot - 3
0,0,0,1,2003-04,"42.982923, -71.446094",MANU vs. SAS,5,27466,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
0,0,7,2,2003-04,"42.982923, -71.446094",MANU vs. SAS,42,27467,,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
,91,6,2,,"42.982923, -71.446094",MANU vs. SAS,59,27468,32,,Left Side(L),Mid Range,8-16 ft.,shot - 44,
-138,123,6,,2003-04,,MANU vs. SAS,10,27469,38,1,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
-181,102,4,2,2003-04,"42.982923, -71.446094",,40,27470,40,0,Left Side(L),Mid Range,16-24 ft.,shot - 53,
-5,58,3,2,2003-04,"42.982923, -71.446094",MANU vs. SAS,36,27471,25,1,Center(C),Goal Line,Less Than 8 ft.,shot - 15,
0,0,3,2,2003-04,"42.982923, -71.446094",MANU vs. SAS,11,27472,20,0,Center(C),,Less Than 8 ft.,,shot - 4
-136,217,0,2,2003-04,"42.982923, -71.446094",MANU vs. SAS,0,27473,45,0,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
82,191,9,3,2003-04,"42.982923, -71.446094",,46,27474,40,1,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
-108,30,9,3,,"42.982923, -71.446094",MANU vs. SAS,14,27475,31,1,,Mid Range,8-16 ft.,shot - 52,
-195,92,4,3,2003-04,"42.982923, -71.446094",MANU vs. SAS,50,27476,41,1,Left Side(L),Mid Range,16-24 ft.,shot - 19,
0,0,1,3,2003-04,"42.982923, -71.446094",MANU vs. SAS,56,27477,20,,,Goal Area,Less Than 8 ft.,,shot - 4
0,0,0,3,,"42.982923, -71.446094",MANU vs. SAS,23,27478,20,,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
0,150,11,4,2003-04,"42.982923, -71.446094",MANU vs. SAS,48,27479,35,,Center(C),Mid Range,8-16 ft.,shot - 45,
-187,173,8,4,2003-04,"42.982923, -71.446094",MANU vs. SAS,55,27480,45,1,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 36,
0,0,8,4,2003-04,"42.982923, -71.446094",MANU vs. SAS,,27481,20,,Center(C),Goal Area,Less Than 8 ft.,shot - 46,
-100,13,5,4,2003-04,"42.982923, -71.446094",MANU vs. SAS,37,27482,30,1,Left Side(L),Mid Range,8-16 ft.,,shot - 3
-146,,5,4,,"42.982923, -71.446094",MANU vs. SAS,1,27483,41,,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
-46,156,3,4,2003-04,"42.982923, -71.446094",MANU vs. SAS,26,27484,36,1,Center(C),Mid Range,16-24 ft.,shot - 1,
-2,58,2,4,2003-04,"42.982923, -71.446094",MANU vs. SAS,,27485,25,1,Center(C),Goal Line,Less Than 8 ft.,,shot - 4
-115,128,2,,2003-04,"42.982923, -71.446094",MANU vs. SAS,14,27486,37,,Left Side Center(LC),Mid Range,16-24 ft.,shot - 36,
0,,1,4,2003-04,"42.982923, -71.446094",MANU vs. SAS,51,27487,25,0,Center(C),,Less Than 8 ft.,shot - 36,
-179,-26,0,4,,"42.982923, -71.446094",MANU vs. SAS,31,27488,38,0,Left Side(L),Mid Range,16-24 ft.,shot - 42,
-99,-1,10,1,2003-04,"29.444994, -98.524120",MANU @ SAS,7,27489,29,1,Left Side(L),Mid Range,8-16 ft.,,shot - 3
118,189,9,1,2003-04,"29.444994, -98.524120",MANU @ SAS,16,27490,42,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
,13,5,1,2003-04,"29.444994, -98.524120",MANU @ SAS,14,27491,21,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
,23,4,,2003-04,"29.444994, -98.524120",MANU @ SAS,19,27492,23,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-118,122,2,1,2003-04,"29.444994, -98.524120",MANU @ SAS,17,27493,36,0,,Mid Range,,,shot - 3
-33,31,,1,,"29.444994, -98.524120",MANU @ SAS,17,27494,24,1,Center(C),,Less Than 8 ft.,,shot - 3
-200,31,11,2,2003-04,"29.444994, -98.524120",MANU @ SAS,19,27495,40,1,Left Side(L),Mid Range,16-24 ft.,,shot - 3
-74,248,10,2,2003-04,"29.444994, -98.524120",MANU @ SAS,34,27496,45,0,,Penalty Spot,24+ ft.,shot - 17,
-131,105,8,2,2003-04,"29.444994, -98.524120",MANU @ SAS,58,27497,,1,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
-10,230,8,2,2003-04,"29.444994, -98.524120",MANU @ SAS,32,27498,43,,Center(C),Mid Range,16-24 ft.,,shot - 3
166,95,7,2,2003-04,"29.444994, -98.524120",,26,27499,39,1,,Mid Range,16-24 ft.,shot - 23,
-122,120,2,2,2003-04,"29.444994, -98.524120",MANU @ SAS,22,27500,37,0,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
-130,53,1,2,2003-04,"29.444994, -98.524120",MANU @ SAS,48,27501,34,1,Left Side(L),Mid Range,8-16 ft.,shot - 56,
140,82,1,2,2003-04,"29.444994, -98.524120",MANU @ SAS,19,27502,36,0,Right Side(R),,16-24 ft.,,shot - 3
149,48,10,3,2003-04,"29.444994, -98.524120",MANU @ SAS,52,27503,35,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
,53,9,3,2003-04,"29.444994, -98.524120",MANU @ SAS,46,27504,25,1,Center(C),Goal Line,,,shot - 4
-189,153,7,3,2003-04,"29.444994, -98.524120",MANU @ SAS,47,27505,44,,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 36,
51,41,5,,2003-04,"29.444994, -98.524120",MANU @ SAS,41,27506,26,1,Center(C),Goal Line,Less Than 8 ft.,shot - 18,
,91,1,3,2003-04,"29.444994, -98.524120",MANU @ SAS,31,27507,40,,Left Side(L),Mid Range,16-24 ft.,,shot - 3
,711,0,3,,"29.444994, -98.524120",MANU @ SAS,,27508,91,0,Mid Ground(MG),Mid Ground Line,Back Court Shot,,shot - 3
143,-5,10,4,,"29.444994, -98.524120",MANU @ SAS,33,27509,34,,Right Side(R),,8-16 ft.,,shot - 3
159,107,6,4,2003-04,"29.444994, -98.524120",MANU @ SAS,30,27510,39,1,Right Side(R),Mid Range,16-24 ft.,,shot - 3
149,5,5,4,2003-04,"29.444994, -98.524120",MANU @ SAS,44,27511,34,0,Right Side(R),Mid Range,8-16 ft.,shot - 41,
149,54,3,4,2003-04,"29.444994, -98.524120",MANU @ SAS,50,27512,35,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
-195,69,3,4,2003-04,"29.444994, -98.524120",MANU @ SAS,2,27513,40,0,Left Side(L),Mid Range,16-24 ft.,shot - 6,
143,199,0,4,2003-04,"29.444994, -98.524120",MANU @ SAS,53,27514,44,,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 55,
-135,,0,4,2003-04,"29.444994, -98.524120",MANU @ SAS,11,27515,39,1,Left Side Center(LC),Mid Range,,,shot - 3
0,0,7,,,"42.982923, -71.446094",MANU vs. SAS,25,27516,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
103,-9,4,1,2003-04,"42.982923, -71.446094",MANU vs. SAS,40,27517,30,,Right Side(R),Mid Range,8-16 ft.,shot - 38,
0,0,4,1,,"42.982923, -71.446094",MANU vs. SAS,24,27518,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 46,
-237,-28,2,1,2003-04,"42.982923, -71.446094",MANU vs. SAS,2,27519,43,0,Left Side(L),Left Corner,24+ ft.,,shot - 3
0,0,1,,2003-04,"42.982923, -71.446094",MANU vs. SAS,30,27520,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,0,,2,2003-04,"42.982923, -71.446094",MANU vs. SAS,51,27521,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
-140,174,4,2,2003-04,"42.982923, -71.446094",MANU vs. SAS,8,27522,42,0,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
,212,0,2,,"42.982923, -71.446094",MANU vs. SAS,31,,45,0,,Penalty Spot,24+ ft.,shot - 46,
-214,160,0,2,2003-04,"42.982923, -71.446094",MANU vs. SAS,0,27524,46,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 34,
130,-42,8,3,2003-04,"42.982923, -71.446094",MANU vs. SAS,29,27525,33,0,Right Side(R),Mid Range,8-16 ft.,shot - 29,
